RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
4398,14860319,Smith,725,France,Male,87,2,208691.74,2,0,0,38125.5,0,0,5,DIAMOND,139
4399,24054779,Smith,384,Spain,Male,74,1,210943.36,4,1,0,21667.37,0,0,1,PLATINUM,850
4400,38189839,Smith,718,France,Male,84,7,63561.3,4,0,1,67808.15,1,0,1,SILVER,863
4401,52858520,Smith,378,Germany,Female,65,0,87543.26,3,0,1,15028.83,0,0,4,PLATINUM,717
4402,63972789,Smith,612,France,Male,37,10,148726.51,2,1,1,15837.52,0,0,3,GOLD,177
4403,30159131,Smith,570,France,Female,79,7,221443.1,3,1,1,119959.12,0,0,3,SILVER,463
4404,51985096,Smith,402,Spain,Male,62,4,197611.52,1,1,1,179660.65,0,0,1,GOLD,337
4405,28926199,Smith,770,Spain,Female,80,8,145990.73,2,0,0,86483.44,0,0,5,PLATINUM,990
4406,21331383,Smith,628,France,Female,25,8,245933.41,1,0,0,67407.07,0,0,4,PLATINUM,517
4407,48175224,Smith,702,Germany,Female,43,3,109746.81,2,0,0,183779.18,0,0,4,SILVER,740
4408,78446632,Smith,741,Spain,Male,55,0,210612.64,4,1,1,21677.65,1,0,3,PLATINUM,122
4409,80199794,Smith,425,Spain,Female,58,4,204605.09,3,0,1,99929.39,0,0,4,DIAMOND,868
4410,20249579,Smith,843,France,Male,19,6,227009.58,1,1,0,57994.44,0,0,2,SILVER,655
4411,28291317,Smith,525,Spain,Male,24,8,246919.59,2,1,0,82525.12,0,0,3,SILVER,976
4412,54273384,Smith,359,Germany,Female,42,9,123924.17,4,0,0,88050.85,1,0,1,PLATINUM,274
4413,11406150,Smith,812,Germany,Male,68,8,48907.41,3,0,1,113576.15,0,0,4,SILVER,639
4414,69245261,Smith,466,Spain,Female,67,8,115223.84,3,0,0,96117.68,1,0,3,DIAMOND,581
4415,55362588,Smith,629,France,Male,81,5,213471.22,1,1,0,197729.39,1,0,5,SILVER,226
4416,44783890,Smith,567,France,Female,29,1,209026.66,4,0,0,14847.13,0,0,5,DIAMOND,579
4417,58206785,Smith,524,France,Male,70,4,83992.48,2,1,1,153955.18,1,0,2,GOLD,733
4418,42469420,Smith,583,France,Female,27,2,11826.7,1,0,0,19689.11,0,0,1,DIAMOND,698
4419,76977550,Smith,786,France,Male,78,5,127460.52,2,0,1,91903.36,0,0,5,DIAMOND,966
4420,67413770,Smith,601,Germany,Male,72,10,118525.23,4,0,0,48350.9,0,0,3,DIAMOND,127
4421,66692404,Smith,644,France,Female,85,4,21440.99,3,1,0,189607.44,0,0,4,DIAMOND,552
4422,24986157,Smith,800,France,Male,59,9,198722.49,3,0,0,147273.17,0,0,5,GOLD,594
4423,65087645,Smith,671,France,Male,83,10,70897.57,3,0,0,97940.96,0,0,5,PLATINUM,759
4424,76607761,Smith,355,France,Female,61,0,161438.02,2,1,1,190926.0,0,0,2,GOLD,279
4425,78602415,Smith,370,France,Female,45,9,25371.97,2,0,0,147045.98,0,0,4,PLATINUM,567
4426,97859393,Smith,422,Germany,Female,75,9,215175.79,3,1,1,190868.67,0,0,4,PLATINUM,628
4427,29214047,Smith,679,France,Female,19,1,184818.63,2,0,1,143869.23,0,0,5,SILVER,803
4428,56108295,Smith,385,Spain,Female,72,10,97105.68,2,1,0,24765.05,0,0,4,DIAMOND,232
4429,20095125,Smith,736,France,Male,51,4,157372.24,3,0,1,127098.02,0,0,1,SILVER,799
4430,55140485,Smith,582,Spain,Female,37,5,46863.47,3,0,1,196266.44,0,0,1,PLATINUM,284
4431,71868747,Smith,565,France,Male,64,0,246355.62,2,0,1,50694.6,0,0,5,GOLD,808
4432,55144248,Smith,819,Spain,Male,43,6,199027.01,2,0,0,160620.54,0,0,5,DIAMOND,517
4433,27943886,Smith,846,Germany,Male,18,2,197235.0,4,0,1,45080.09,0,0,1,PLATINUM,661
4434,27457883,Smith,555,Spain,Male,82,0,38345.05,1,1,1,95925.07,1,0,4,DIAMOND,228
4435,71569139,Smith,775,Germany,Male,32,6,4433.38,2,1,1,26086.11,0,0,2,DIAMOND,997
4436,65651376,Smith,778,Spain,Female,31,6,146342.84,4,1,0,74711.37,0,0,2,DIAMOND,557
4437,59844908,Smith,393,Germany,Female,72,9,36030.15,4,1,0,157483.03,1,0,2,PLATINUM,112
4438,65742545,Smith,440,Spain,Female,18,2,195108.36,1,0,0,18600.93,0,0,4,SILVER,505
4439,12014017,Smith,766,Spain,Female,50,5,104019.04,4,0,1,70837.36,0,0,2,SILVER,746
4440,67416012,Smith,665,Germany,Female,87,3,84648.56,4,0,1,129652.94,0,0,1,DIAMOND,322
4441,97908341,Smith,819,Germany,Female,73,3,18412.32,2,0,0,190225.91,0,0,4,SILVER,771
4442,64968851,Smith,442,France,Male,40,8,249016.27,1,1,1,56616.84,1,0,1,GOLD,805
4443,31672156,Smith,816,Spain,Female,71,6,239002.7,1,1,0,42898.5,0,0,4,PLATINUM,910
4444,59768169,Smith,688,France,Female,20,5,32899.23,4,1,0,48697.42,0,0,2,DIAMOND,338
4445,47203676,Smith,803,Germany,Female,63,8,83202.9,4,0,0,54993.66,0,0,2,GOLD,264
4446,48168898,Smith,842,France,Female,23,2,97696.88,3,0,0,131281.1,1,0,5,SILVER,916
4447,15846866,Smith,432,France,Female,42,3,74200.27,2,1,1,199746.89,1,0,3,DIAMOND,679
4448,42227330,Smith,682,Germany,Male,34,8,233617.14,4,1,0,109482.34,1,0,1,DIAMOND,865
4449,39079221,Smith,631,Germany,Male,45,3,180335.46,3,0,1,61571.85,0,0,2,GOLD,402
4450,55031629,Smith,819,France,Male,49,6,238979.1,3,0,1,151922.36,0,0,4,GOLD,476
4451,72959655,Smith,370,France,Female,40,8,218626.35,2,1,0,40067.81,0,0,5,DIAMOND,939
4452,36687546,Smith,577,France,Female,33,3,188635.38,3,1,1,15702.69,0,0,1,DIAMOND,304
4453,92181046,Smith,725,Germany,Female,43,8,174241.78,4,0,1,125000.34,0,0,2,SILVER,803
4454,27127283,Smith,479,France,Male,50,6,216540.62,3,1,1,49956.16,0,0,5,DIAMOND,359
4455,70427082,Smith,524,Germany,Male,75,3,171037.47,3,0,1,85855.08,0,0,2,PLATINUM,335
4456,12059385,Smith,457,Germany,Female,65,2,47179.95,4,1,1,53915.96,0,0,2,GOLD,513
4457,36607070,Smith,763,Spain,Female,72,5,162031.63,3,1,0,184431.73,1,0,2,DIAMOND,975
4458,45921754,Smith,632,France,Male,58,2,128750.41,1,0,1,74217.84,0,0,5,DIAMOND,153
4459,28152861,Smith,420,France,Male,79,6,245473.67,2,1,0,95323.96,0,0,3,GOLD,385
4460,91036161,Smith,753,Germany,Male,34,0,127491.39,4,1,1,54620.17,0,0,2,DIAMOND,851
4461,33340093,Smith,399,Germany,Female,76,6,9613.75,2,0,1,26121.69,1,0,1,PLATINUM,400
4462,75452592,Smith,444,France,Male,31,2,66047.38,4,0,0,107385.76,0,0,5,GOLD,628
4463,32821211,Smith,628,Spain,Female,38,8,229345.44,3,1,1,175057.42,0,0,2,GOLD,307
4464,40016158,Smith,746,France,Female,80,5,240589.08,2,0,0,76819.51,0,0,5,DIAMOND,579
4465,16964705,Smith,686,France,Female,63,6,182124.64,4,1,1,158384.03,0,0,1,DIAMOND,486
4466,52642935,Smith,481,France,Male,72,8,14215.97,1,1,0,16196.34,0,0,1,PLATINUM,511
4467,83741006,Smith,747,Spain,Male,79,5,5885.35,4,0,1,54746.64,0,0,4,DIAMOND,444
4468,84765359,Smith,625,France,Male,56,9,119898.75,3,1,0,34984.11,0,0,4,PLATINUM,786
4469,27022360,Smith,729,France,Male,59,10,249918.08,3,1,0,86547.66,1,0,3,GOLD,830
4470,89521699,Smith,362,France,Female,65,1,217324.18,3,0,0,179923.26,0,0,4,DIAMOND,624
4471,80931591,Smith,352,Germany,Female,45,5,233276.91,1,1,0,80967.27,1,0,5,PLATINUM,606
4472,95130440,Smith,823,Spain,Female,23,5,155885.38,2,0,0,124631.49,0,0,4,PLATINUM,318
4473,82079673,Smith,823,France,Female,76,1,214781.18,1,1,0,180647.0,0,0,5,DIAMOND,122
4474,13049316,Smith,815,France,Male,87,6,79924.59,2,0,1,78359.44,0,0,5,GOLD,871
4475,17503276,Smith,573,France,Female,56,8,6841.0,4,1,1,79493.57,0,0,3,DIAMOND,427
4476,37715389,Smith,811,Germany,Male,74,9,229562.66,1,1,0,26716.78,0,0,5,SILVER,540
4477,87344057,Smith,524,France,Female,71,3,54607.66,1,0,0,76319.43,1,0,4,GOLD,885
4478,46515315,Smith,736,Spain,Male,77,10,182121.59,4,0,1,151770.38,0,0,4,GOLD,986
4479,75818320,Smith,734,France,Female,34,4,164741.83,3,1,1,170479.58,1,0,2,DIAMOND,518
4480,72827874,Smith,439,France,Female,57,5,39540.89,3,0,1,147322.6,1,0,3,PLATINUM,902
4481,74027108,Smith,757,France,Male,83,0,48944.75,4,0,0,11315.82,1,0,1,DIAMOND,198
4482,94792530,Smith,590,Spain,Female,71,7,82268.12,3,0,0,32225.59,0,0,1,SILVER,686
4483,59908282,Smith,384,Germany,Male,88,8,189232.66,4,0,0,148886.58,0,0,2,SILVER,303
4484,68544710,Smith,363,Spain,Female,61,0,9811.06,1,1,1,189055.37,0,0,4,SILVER,371
4485,36774619,Smith,544,France,Male,84,3,101767.19,1,0,0,142118.61,0,0,3,PLATINUM,879
4486,42105736,Smith,746,France,Male,74,5,166278.3,2,1,0,52959.63,0,0,4,DIAMOND,416
4487,23798270,Smith,780,Germany,Male,53,9,42867.74,1,0,0,30436.09,1,0,2,DIAMOND,414
4488,76183387,Smith,655,Germany,Male,74,0,29854.32,2,0,1,176633.09,0,0,1,DIAMOND,171
4489,77667845,Smith,683,Germany,Female,60,2,97553.06,3,0,1,28815.8,0,0,3,PLATINUM,594
4490,20431929,Smith,562,France,Male,61,6,71639.8,4,1,1,38697.02,1,0,4,SILVER,164
4491,18497552,Smith,759,France,Male,79,7,162273.92,3,0,0,123371.62,0,0,5,SILVER,425
4492,45351951,Smith,352,France,Male,78,7,242392.13,4,1,1,46099.44,1,0,5,PLATINUM,170
4493,47432022,Smith,528,Germany,Male,28,4,1117.23,4,0,1,53242.74,0,0,5,DIAMOND,142
4494,60086878,Smith,389,Germany,Female,50,0,225594.98,1,0,0,37029.13,0,0,1,PLATINUM,420
4495,24625666,Smith,801,Spain,Male,83,0,108305.76,2,0,1,189421.98,0,0,5,DIAMOND,138
4496,70678947,Smith,513,France,Female,40,7,166001.93,2,0,0,33735.78,0,0,5,GOLD,241
4497,47945833,Smith,656,Spain,Female,66,4,212756.76,3,0,0,186953.09,0,0,2,GOLD,901
4498,80036964,Smith,584,France,Male,37,10,143364.67,1,1,0,71977.43,0,0,2,PLATINUM,335
4499,54652276,Smith,606,France,Male,32,8,24327.96,2,0,0,166096.3,0,0,2,SILVER,932
4500,41745493,Smith,709,Spain,Male,83,0,35148.79,2,1,1,190499.54,1,0,4,PLATINUM,893
4501,45507773,Smith,844,Germany,Male,47,1,197320.01,2,0,0,108658.97,0,0,5,SILVER,647
4502,10973737,Smith,766,Germany,Female,21,3,57274.56,3,0,1,156332.7,1,0,1,PLATINUM,261
4503,32210217,Smith,740,Germany,Female,81,9,142259.4,1,0,1,60541.99,0,0,5,DIAMOND,543
4504,47457340,Smith,722,France,Male,82,10,107020.13,2,0,1,82763.2,0,0,5,GOLD,252
4505,99948213,Smith,465,Germany,Male,25,6,75909.75,1,0,0,115067.48,1,0,4,DIAMOND,635
4506,58155151,Smith,401,Spain,Female,69,3,196741.89,2,0,0,171587.62,0,0,2,GOLD,719
4507,73368711,Smith,725,France,Female,31,7,182804.16,3,1,0,127940.23,0,0,5,GOLD,106
4508,15698618,Smith,744,Germany,Male,75,6,161527.22,1,0,1,14198.78,1,0,3,PLATINUM,971
4509,35861356,Smith,760,Spain,Male,28,4,93167.84,2,0,0,67909.07,0,0,3,PLATINUM,252
4510,86294529,Smith,491,France,Male,76,6,56617.58,3,1,0,174344.65,1,0,2,DIAMOND,450
4511,89890013,Smith,435,France,Male,41,7,128973.74,3,0,0,55645.0,0,0,2,DIAMOND,520
4512,16822603,Smith,813,France,Male,49,2,204276.03,3,0,1,79906.35,0,0,5,DIAMOND,496
4513,34027785,Smith,395,Germany,Male,63,2,143916.24,2,0,0,84026.8,1,0,3,SILVER,192
4514,40320939,Smith,681,Spain,Female,45,1,242534.91,3,1,1,39346.02,0,0,1,PLATINUM,898
4515,11805518,Smith,846,Germany,Female,33,3,3859.37,4,0,0,76464.29,0,0,1,DIAMOND,507
4516,72155344,Smith,587,France,Female,59,10,249586.7,3,0,0,165309.94,0,0,3,PLATINUM,528
4517,47177857,Smith,359,Germany,Female,33,3,172852.26,4,1,1,171327.84,0,0,2,GOLD,773
4518,47153969,Smith,501,Spain,Male,29,3,208168.5,3,1,1,120370.53,0,0,4,SILVER,542
4519,43495435,Smith,410,France,Male,79,1,83738.09,3,0,0,138960.52,0,0,4,GOLD,736
4520,37312498,Smith,843,Spain,Female,51,6,127085.33,3,1,1,111568.81,0,0,1,DIAMOND,598
4521,50076121,Smith,367,Spain,Male,55,9,199247.31,2,1,1,18411.79,1,0,2,PLATINUM,873
4522,67021206,Smith,435,France,Male,64,2,190162.37,1,1,0,142370.12,0,0,5,GOLD,539
4523,24004881,Smith,486,France,Male,39,9,83508.61,2,0,1,199344.67,0,0,3,GOLD,454
4524,74387807,Smith,750,Germany,Female,20,0,81102.56,2,0,1,53286.43,0,0,1,DIAMOND,624
4525,87707325,Smith,579,Germany,Female,18,1,165702.8,2,0,1,196608.73,0,0,4,SILVER,349
4526,30868901,Smith,477,Spain,Female,70,4,233414.8,1,0,0,199576.98,0,0,4,PLATINUM,981
4527,18595960,Smith,453,Germany,Female,81,8,109696.5,1,0,0,36887.78,0,0,5,SILVER,267
4528,70395758,Smith,535,France,Female,61,3,88235.45,3,1,0,185965.68,0,0,5,GOLD,240
4529,60516162,Smith,746,France,Female,64,5,223671.76,1,1,0,138351.2,0,0,4,SILVER,717
4530,16736549,Smith,527,Spain,Female,55,2,170764.02,2,0,0,98610.65,0,0,2,SILVER,545
4531,58852189,Smith,706,France,Male,80,8,97068.99,4,1,0,75485.54,0,0,4,PLATINUM,408
4532,37023420,Smith,355,Germany,Female,58,1,14319.06,3,0,0,129662.3,1,0,3,SILVER,336
4533,61590272,Smith,690,France,Male,38,7,180372.32,4,1,0,170129.47,0,0,2,GOLD,795
4534,93802796,Smith,656,France,Male,62,10,88221.62,4,1,0,16479.45,0,0,5,DIAMOND,399
4535,67628639,Smith,385,France,Female,30,2,17641.55,4,0,0,111737.83,0,0,5,SILVER,831
4536,24717083,Smith,676,France,Male,83,7,153072.27,1,0,1,133550.16,0,0,5,GOLD,551
4537,40670201,Smith,705,Germany,Male,83,2,80751.72,2,0,1,14864.63,0,0,3,SILVER,544
4538,16671203,Smith,630,France,Female,60,10,84614.13,3,1,0,178924.74,1,0,5,SILVER,537
4539,58393094,Smith,744,Spain,Male,79,3,119792.53,3,0,1,190840.08,1,0,2,SILVER,276
4540,72856981,Smith,649,Germany,Female,65,7,179368.69,3,0,0,126373.35,0,0,5,PLATINUM,648
4541,12750025,Smith,363,France,Male,43,9,69082.62,4,1,1,32230.2,1,0,5,SILVER,117
4542,34562662,Smith,586,France,Male,78,3,20236.48,2,1,0,187158.22,0,0,4,GOLD,869
4543,20478542,Smith,634,Germany,Male,79,10,106106.43,3,0,0,162951.35,1,0,4,GOLD,539
4544,49290062,Smith,679,France,Male,31,8,13731.36,2,0,1,15424.16,0,0,3,PLATINUM,533
4545,56606102,Smith,399,Spain,Female,71,8,174317.13,1,0,1,120039.95,0,0,2,SILVER,964
4546,72516086,Smith,845,Germany,Female,58,5,239810.87,3,1,1,31762.09,0,0,2,GOLD,846
4547,10955205,Smith,610,France,Female,77,0,164689.7,1,0,0,36802.62,0,0,4,SILVER,296
4548,33443415,Smith,805,Germany,Male,26,8,68847.61,3,1,0,46576.89,0,0,2,PLATINUM,483
4549,59172324,Smith,459,France,Male,61,8,45425.6,4,1,1,85275.81,1,0,5,SILVER,623
4550,51130558,Smith,546,France,Male,73,6,58195.89,3,1,0,176512.74,0,0,3,DIAMOND,115
4551,70148245,Smith,727,Spain,Male,20,8,55402.5,3,0,1,15904.33,0,0,4,SILVER,833
4552,20421317,Smith,601,France,Female,76,7,78457.63,2,0,0,140950.08,0,0,5,GOLD,373
4553,48615932,Smith,437,Germany,Male,90,8,24336.67,4,1,1,193264.65,0,0,4,DIAMOND,126
4554,27977748,Smith,837,Spain,Female,30,8,223929.76,4,1,0,131834.35,1,0,4,PLATINUM,466
4555,67827935,Smith,662,France,Male,47,6,221280.12,1,1,0,164964.96,0,0,3,PLATINUM,859
4556,60796110,Smith,375,France,Male,70,5,153809.06,3,1,0,181336.74,0,0,3,PLATINUM,318
4557,31646139,Smith,611,France,Female,68,1,15480.09,3,1,1,145811.58,0,0,4,DIAMOND,622
4558,43197175,Smith,493,France,Female,59,6,201000.19,2,1,1,135370.13,0,0,5,SILVER,677
4559,71720365,Smith,409,France,Female,43,0,15447.15,3,1,1,13413.68,0,0,1,PLATINUM,124
4560,55515441,Smith,705,Spain,Female,76,5,26605.31,2,1,1,108588.93,0,0,5,GOLD,900
4561,20833583,Smith,617,Spain,Male,86,5,81324.1,4,0,0,99152.9,0,0,2,GOLD,902
4562,55214597,Smith,424,Germany,Female,20,6,107867.58,3,0,1,109314.07,0,0,4,SILVER,315
4563,68261869,Smith,352,France,Female,58,1,88472.24,1,1,1,92171.27,0,0,4,PLATINUM,931
4564,66342202,Smith,412,Spain,Male,18,3,41307.45,2,0,0,182245.93,1,0,3,PLATINUM,348
4565,70993015,Smith,585,Germany,Male,82,1,28032.43,4,0,0,178915.72,0,0,2,DIAMOND,528
4566,64935271,Smith,797,France,Male,87,3,214853.81,2,1,1,33882.73,0,0,1,GOLD,932
4567,85071230,Smith,795,France,Male,67,2,90795.31,3,1,1,111249.63,0,0,1,GOLD,726
4568,55191244,Smith,578,France,Female,76,1,54649.84,4,1,1,192316.21,0,0,3,SILVER,764
4569,65472357,Smith,739,Spain,Female,91,1,121747.84,4,0,0,123746.19,0,0,1,DIAMOND,597
4570,12480017,Smith,624,Germany,Male,80,2,9205.85,1,0,0,162317.0,0,0,4,DIAMOND,792
4571,14816129,Smith,367,Germany,Female,42,9,150070.3,4,0,1,80938.4,0,0,1,SILVER,560
4572,10917472,Smith,429,Germany,Female,27,3,62122.4,3,0,1,81677.31,0,0,1,GOLD,288
4573,70998837,Smith,564,Germany,Male,18,6,149549.1,2,1,1,71880.58,0,0,5,PLATINUM,261
4574,93055484,Smith,520,France,Female,31,3,153531.29,4,0,1,14150.64,0,0,1,PLATINUM,242
4575,30426495,Smith,834,Germany,Female,38,10,202306.05,3,0,0,185721.81,0,0,5,SILVER,553
4576,15016239,Smith,678,Spain,Male,75,6,57476.19,1,0,0,76431.92,0,0,2,DIAMOND,949
4577,70782618,Smith,604,France,Female,55,3,115866.16,2,0,1,79746.71,1,0,5,GOLD,461
4578,70727594,Smith,736,Spain,Female,18,2,240471.83,1,0,1,154314.01,0,0,2,GOLD,767
4579,96320218,Smith,475,France,Male,22,7,181781.21,1,1,0,110109.69,0,0,3,GOLD,408
4580,87347388,Smith,604,France,Female,61,2,243835.95,4,1,0,78788.01,1,0,4,DIAMOND,633
4581,71303241,Smith,421,Germany,Male,82,10,231841.43,2,1,1,177887.31,0,0,3,PLATINUM,590
4582,34561090,Smith,387,Spain,Male,74,7,152687.15,4,1,0,166822.05,1,0,3,DIAMOND,604
4583,47204318,Smith,673,France,Male,62,1,65982.59,1,0,0,195592.3,0,0,3,DIAMOND,107
4584,49087758,Smith,553,Germany,Male,77,2,189231.04,3,0,0,131794.11,0,0,2,PLATINUM,763
4585,31223676,Smith,521,France,Male,83,3,174529.81,2,1,0,141118.36,0,0,1,SILVER,367
4586,34070924,Smith,572,Germany,Male,64,2,147222.53,1,0,1,71654.91,1,0,5,GOLD,251
4587,31821296,Smith,566,France,Female,43,5,174457.31,4,0,0,28920.2,0,0,3,PLATINUM,740
4588,81772618,Smith,594,France,Male,26,8,153396.6,1,0,1,30124.18,0,0,3,DIAMOND,971
4589,81626426,Smith,685,France,Female,68,9,129844.76,4,1,0,132728.69,0,0,1,PLATINUM,596
4590,33317396,Smith,540,France,Male,25,7,103988.87,3,1,0,31521.61,0,0,3,SILVER,767
4591,20686962,Smith,647,France,Male,22,3,11177.09,3,0,1,182259.05,0,0,2,DIAMOND,235
4592,25808458,Smith,669,Germany,Male,56,1,216421.98,4,0,0,143735.04,0,0,2,GOLD,358
4593,68834845,Smith,531,France,Female,85,9,216385.15,3,1,1,52979.28,0,0,1,SILVER,692
4594,11193982,Smith,683,France,Female,57,0,148511.83,3,1,1,63050.22,0,0,2,PLATINUM,215
4595,86116475,Smith,732,France,Male,53,10,66971.08,4,0,0,144895.01,1,0,3,PLATINUM,214
4596,66986402,Smith,554,France,Female,38,3,7032.76,4,0,1,166582.79,0,0,3,SILVER,465
4597,77615317,Smith,710,France,Male,43,4,357.2,4,0,1,169491.7,0,0,4,DIAMOND,430
4598,71767845,Smith,548,France,Male,73,1,18226.85,1,1,0,124195.16,0,0,4,SILVER,204
4599,83657758,Smith,681,France,Female,74,2,89971.58,1,0,1,39494.08,1,0,1,DIAMOND,645
4600,71647309,Smith,514,France,Male,76,3,47098.99,1,1,0,165488.31,0,0,3,SILVER,247
4601,54467095,Smith,591,Germany,Male,24,2,66264.52,4,0,1,160412.27,0,0,3,GOLD,758
4602,90137648,Smith,737,Germany,Female,59,7,174915.09,2,0,1,168717.94,0,0,5,SILVER,723
4603,62839391,Smith,479,France,Male,30,10,239787.44,4,1,0,39956.12,0,0,2,SILVER,475
4604,43019807,Smith,576,France,Male,51,1,51693.96,1,1,1,140027.97,0,0,1,SILVER,729
4605,42833206,Smith,471,France,Female,70,8,116410.98,2,0,0,192446.35,0,0,1,PLATINUM,837
4606,59975039,Smith,393,France,Female,63,10,247869.85,1,0,0,58651.7,0,0,2,PLATINUM,158
4607,32961593,Smith,800,France,Male,74,5,232918.6,3,1,1,146178.33,1,0,5,SILVER,300
4608,13845474,Smith,545,Spain,Male,78,0,88079.08,1,0,1,59194.31,0,0,4,PLATINUM,950
4609,13924482,Smith,707,France,Female,73,7,79922.26,2,0,0,68348.32,0,0,5,SILVER,777
4610,46786884,Smith,553,Spain,Female,46,9,60542.66,3,1,0,102200.93,1,0,4,SILVER,767
4611,98833876,Smith,816,France,Male,31,5,38850.71,1,1,1,180041.27,0,0,4,SILVER,398
4612,76974034,Smith,807,Spain,Female,85,3,115013.02,4,1,1,17345.74,0,0,5,PLATINUM,457
4613,89243800,Smith,667,Germany,Female,88,5,85280.13,2,0,0,198031.85,0,0,1,GOLD,720
4614,39327427,Smith,606,France,Female,30,1,186209.4,4,0,1,156694.66,0,0,3,GOLD,625
4615,67218588,Smith,366,France,Male,34,0,59216.63,4,0,0,78357.99,1,0,1,PLATINUM,637
4616,38905854,Smith,621,Germany,Male,46,5,184083.06,1,1,1,77290.44,0,0,3,GOLD,764
4617,71218834,Smith,358,Spain,Male,90,7,72036.65,3,0,0,101766.43,0,0,1,DIAMOND,834
4618,30589226,Smith,598,France,Male,19,4,148182.2,2,1,1,176340.92,0,0,5,GOLD,796
4619,95364161,Smith,786,France,Male,79,7,159607.52,3,1,1,13404.29,0,0,5,GOLD,224
4620,95456969,Smith,550,France,Female,37,2,167945.36,2,0,1,114167.43,0,0,5,SILVER,578
4621,67705020,Smith,408,France,Female,73,5,43834.75,3,0,0,20656.42,1,0,3,SILVER,253
4622,71119402,Smith,724,Spain,Female,69,0,70677.84,2,0,1,31964.14,0,0,1,GOLD,293
4623,80180504,Smith,742,Germany,Male,42,2,61528.92,2,1,0,141226.51,0,0,4,SILVER,681
4624,53488531,Smith,489,France,Male,79,3,144040.1,1,1,0,54518.69,0,0,1,PLATINUM,163
4625,39998127,Smith,468,France,Female,34,4,18936.6,3,1,1,17903.01,1,0,1,SILVER,773
4626,23322450,Smith,390,France,Female,56,2,129564.11,1,1,1,41205.08,0,0,2,DIAMOND,922
4627,27728138,Smith,748,Spain,Female,27,7,21866.76,3,0,1,49641.24,0,0,1,SILVER,503
4628,44671806,Smith,671,Spain,Female,76,4,84264.0,4,0,1,156258.58,0,0,4,SILVER,204
4629,12298756,Smith,680,France,Male,42,6,171676.52,3,0,1,128735.58,0,0,1,SILVER,331
4630,33877268,Smith,616,France,Male,45,4,103141.01,1,1,0,149673.56,0,0,2,SILVER,793
4631,63119755,Smith,357,Spain,Female,78,7,70085.46,2,1,1,80266.23,0,0,2,SILVER,519
4632,84282741,Smith,532,France,Male,75,0,153964.29,3,0,0,31495.23,1,0,4,GOLD,287
4633,20444453,Smith,829,France,Male,61,2,185067.28,2,1,1,163005.12,0,0,1,GOLD,742
4634,27196045,Smith,483,France,Male,40,2,63646.23,3,0,0,36677.3,0,0,5,SILVER,345
4635,60254111,Smith,530,France,Male,34,9,74849.98,1,0,1,82709.54,0,0,5,DIAMOND,902
4636,84149770,Smith,753,France,Female,55,9,160073.48,4,0,0,59832.87,0,0,2,SILVER,199
4637,97324860,Smith,772,Spain,Female,47,2,241305.82,4,1,1,66341.62,0,0,4,SILVER,875
4638,89612817,Smith,704,Germany,Male,36,5,53467.88,4,1,1,124352.77,0,0,5,PLATINUM,471
4639,90235674,Smith,421,France,Female,49,8,163561.91,2,0,1,41226.91,0,0,2,SILVER,192
4640,95433013,Smith,847,France,Male,37,5,226647.46,1,0,1,94716.04,0,0,2,DIAMOND,951
4641,80065015,Smith,462,Germany,Female,81,4,115491.69,3,0,0,131350.79,1,0,1,DIAMOND,924
4642,28004438,Smith,456,France,Female,53,0,79211.06,1,1,1,175093.51,1,0,4,PLATINUM,598
4643,90733258,Smith,639,France,Female,82,1,166717.77,3,1,1,80533.23,1,0,5,SILVER,173
4644,57704340,Smith,662,France,Female,60,10,7857.95,4,0,1,70551.44,1,0,1,SILVER,474
4645,38533675,Smith,466,Germany,Female,43,0,90040.14,2,0,1,79890.97,1,0,3,GOLD,900
4646,11543812,Smith,469,France,Female,24,5,64493.51,4,0,0,105151.44,0,0,4,DIAMOND,166
4647,24534056,Smith,496,France,Female,51,2,56155.43,2,0,0,69487.97,0,0,2,PLATINUM,829
4648,92707002,Smith,676,France,Male,53,4,44939.82,1,0,1,57585.89,0,0,1,SILVER,182
4649,51385470,Smith,764,France,Female,23,5,184265.83,1,1,0,81307.59,0,0,5,SILVER,842
4650,33612248,Smith,559,Spain,Male,54,4,238774.95,2,0,1,157787.56,1,0,2,GOLD,845
4651,41356085,Smith,645,Germany,Female,79,2,96192.66,1,1,1,58034.81,0,0,2,GOLD,202
4652,56988351,Smith,747,France,Female,90,1,12275.83,4,0,0,170479.63,0,0,5,SILVER,604
4653,33846147,Smith,452,France,Female,77,1,179727.95,1,1,1,64170.24,1,0,3,PLATINUM,485
4654,42544960,Smith,473,Germany,Male,81,1,134551.08,2,1,1,124584.61,0,0,4,GOLD,825
4655,81582311,Smith,594,France,Male,67,9,180911.15,3,0,0,194485.49,0,0,4,SILVER,765
4656,85759563,Smith,728,Spain,Male,69,3,161976.04,1,1,0,190840.64,0,0,2,SILVER,597
4657,57640981,Smith,705,Germany,Male,34,3,226359.0,1,1,1,92580.27,0,0,1,PLATINUM,260
4658,85900629,Smith,558,France,Male,77,2,35110.05,4,0,1,22828.0,0,0,3,DIAMOND,127
4659,83985777,Smith,770,Spain,Female,71,7,42290.46,2,1,1,181499.46,0,0,3,GOLD,486
